tipo,classe,local,leitos,internados,data_atualizacao,lat,long,covid,semana_epidemiologica
emergencia,adulto,PA Bom Jesus,7,8,2020-04-07,-30.043194,-51.153916,NA,15
emergencia,adulto,PA Cruzeiro do Sul,12,8,2020-04-07,-30.069603,-51.216537,NA,15
emergencia,adulto,PA Lomba do Pinheiro,9,1,2020-04-07,-30.110731,-51.110188,NA,15
emergencia,adulto,UPA Zona Norte,17,17,2020-04-07,-30.009546,-51.146056,NA,15
emergencia,pediatrico,HCPA,9,0,2020-04-07,-30.038435,-51.206637,NA,15
emergencia,pediatrico,Hospital Conceição,16,7,2020-04-07,-30.01587,-51.158236,NA,15
emergencia,pediatrico,Hospital Santa Casa,11,0,2020-04-07,-30.030803,-51.221512,NA,15
emergencia,pediatrico,Hospital São Lucas,4,1,2020-04-07,-30.055122,-51.173819,NA,15
emergencia,pediatrico,HMIPV,9,2,2020-04-07,-30.029525,-51.214865,NA,15
emergencia,pediatrico,Hospital Restinga,6,0,2020-04-07,-30.142524,-51.128803,NA,15
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-07,-30.043194,-51.153916,NA,15
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-04-07,-30.069603,-51.216537,NA,15
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-07,-30.110731,-51.110188,NA,15
uti,adulto,Hospital Conceição,69,51,2020-04-07,-30.01587,-51.158236,2,15
uti,adulto,HCPA,65,36,2020-04-07,-30.038435,-51.206637,9,15
uti,adulto,Hospital Santa Casa,87,66,2020-04-07,-30.030803,-51.221512,0,15
uti,adulto,Hospital São Lucas,59,42,2020-04-07,-30.055122,-51.173819,0,15
uti,adulto,Hospital Cristo Redentor,29,23,2020-04-07,-30.010102,-51.15926,0,15
uti,adulto,Hospital Moinhos de Vento,56,36,2020-04-07,-30.02552,-51.20842,13,15
uti,adulto,Hospital Ernesto Dornelles,20,9,2020-04-07,-30.047509,-51.212131,3,15
uti,adulto,Hospital Vila Nova,20,15,2020-04-07,-30.119308,-51.207744,0,15
uti,adulto,HPS,20,12,2020-04-07,-30.036874,-51.209282,0,15
uti,adulto,HospitaL Independência,10,8,2020-04-07,-30.061051,-51.149073,0,15
uti,adulto,Hospital Femina,4,2,2020-04-07,-30.029239,-51.206848,0,15
uti,adulto,Hospital Divina Providência,16,10,2020-04-07,-30.084428,-51.18839,2,15
uti,adulto,Hospital Restinga,10,7,2020-04-07,-30.142524,-51.128803,0,15
uti,adulto,Hospital Santa Ana,10,8,2020-04-07,-30.086664,-51.20689,0,15
uti,adulto,Hospital Mãe de Deus,50,35,2020-04-07,-30.058845,-51.228945,5,15
uti,pediatrico,Hospital Santa Casa,37,30,2020-04-07,-30.030803,-51.221512,0,15
uti,pediatrico,Hospital São Lucas,12,4,2020-04-07,-30.055122,-51.173819,0,15
uti,pediatrico,HCPA,13,9,2020-04-07,-30.038435,-51.206637,1,15
uti,pediatrico,HPS,8,4,2020-04-07,-30.036874,-51.209282,0,15
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-04-07,-30.02552,-51.20842,0,15
uti,pediatrico,Hospital Conceição,18,6,2020-04-07,-30.01587,-51.158236,0,15
uti,pediatrico,HMIPV,6,2,2020-04-07,-30.029525,-51.214865,0,15
emergencia,adulto,HCPA,41,20,2020-04-08,-30.038435,-51.206637,NA,15
emergencia,adulto,Hospital Conceição,64,33,2020-04-08,-30.01587,-51.158236,NA,15
emergencia,adulto,Instituto de Cardiologia,21,14,2020-04-08,-30.049092,-51.20903,NA,15
emergencia,adulto,Hospital Santa Casa,24,15,2020-04-08,-30.030803,-51.221512,NA,15
emergencia,adulto,Hospital São Lucas,17,7,2020-04-08,-30.055122,-51.173819,NA,15
emergencia,adulto,Hospital Restinga,18,4,2020-04-08,-30.142524,-51.128803,NA,15
emergencia,adulto,Hospital Vila Nova,26,6,2020-04-08,-30.119308,-51.207744,NA,15
emergencia,adulto,PA Bom Jesus,7,5,2020-04-08,-30.043194,-51.153916,NA,15
emergencia,adulto,PA Cruzeiro do Sul,12,8,2020-04-08,-30.069603,-51.216537,NA,15
emergencia,adulto,PA Lomba do Pinheiro,9,6,2020-04-08,-30.110731,-51.110188,NA,15
emergencia,adulto,UPA Zona Norte,17,14,2020-04-08,-30.009546,-51.146056,NA,15
emergencia,pediatrico,HCPA,9,0,2020-04-08,-30.038435,-51.206637,NA,15
emergencia,pediatrico,Hospital Conceição,16,2,2020-04-08,-30.01587,-51.158236,NA,15
emergencia,pediatrico,Hospital Santa Casa,11,3,2020-04-08,-30.030803,-51.221512,NA,15
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-08,-30.055122,-51.173819,NA,15
emergencia,pediatrico,HMIPV,9,0,2020-04-08,-30.029525,-51.214865,NA,15
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-08,-30.142524,-51.128803,NA,15
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-08,-30.043194,-51.153916,NA,15
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-08,-30.069603,-51.216537,NA,15
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-08,-30.110731,-51.110188,NA,15
uti,adulto,Hospital Conceição,69,48,2020-04-08,-30.01587,-51.158236,2,15
uti,adulto,HCPA,65,40,2020-04-08,-30.038435,-51.206637,10,15
uti,adulto,Hospital Santa Casa,87,68,2020-04-08,-30.030803,-51.221512,0,15
uti,adulto,Hospital São Lucas,59,44,2020-04-08,-30.055122,-51.173819,0,15
uti,adulto,Hospital Cristo Redentor,29,22,2020-04-08,-30.010102,-51.15926,0,15
uti,adulto,Hospital Moinhos de Vento,56,37,2020-04-08,-30.02552,-51.20842,15,15
uti,adulto,Hospital Ernesto Dornelles,20,10,2020-04-08,-30.047509,-51.212131,3,15
uti,adulto,Hospital Vila Nova,20,19,2020-04-08,-30.119308,-51.207744,0,15
uti,adulto,HPS,20,16,2020-04-08,-30.036874,-51.209282,0,15
uti,adulto,HospitaL Independência,10,9,2020-04-08,-30.061051,-51.149073,0,15
uti,adulto,Hospital Femina,4,2,2020-04-08,-30.029239,-51.206848,0,15
uti,adulto,Hospital Divina Providência,16,12,2020-04-08,-30.084428,-51.18839,2,15
uti,adulto,Hospital Restinga,10,7,2020-04-08,-30.142524,-51.128803,0,15
uti,adulto,Hospital Santa Ana,10,5,2020-04-08,-30.086664,-51.20689,0,15
uti,adulto,Hospital Mãe de Deus,50,37,2020-04-08,-30.058845,-51.228945,4,15
uti,pediatrico,Hospital Santa Casa,37,31,2020-04-08,-30.030803,-51.221512,0,15
uti,pediatrico,Hospital São Lucas,12,4,2020-04-08,-30.055122,-51.173819,0,15
uti,pediatrico,HCPA,13,9,2020-04-08,-30.038435,-51.206637,1,15
uti,pediatrico,HPS,8,3,2020-04-08,-30.036874,-51.209282,0,15
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-04-08,-30.02552,-51.20842,0,15
uti,pediatrico,Hospital Conceição,18,6,2020-04-08,-30.01587,-51.158236,0,15
uti,pediatrico,HMIPV,6,2,2020-04-08,-30.029525,-51.214865,0,15
emergencia,adulto,HCPA,41,12,2020-04-09,-30.038435,-51.206637,NA,15
emergencia,adulto,Hospital Conceição,64,33,2020-04-09,-30.01587,-51.158236,NA,15
emergencia,adulto,Instituto de Cardiologia,21,11,2020-04-09,-30.049092,-51.20903,NA,15
emergencia,adulto,Hospital Santa Casa,24,12,2020-04-09,-30.030803,-51.221512,NA,15
emergencia,adulto,Hospital São Lucas,17,7,2020-04-09,-30.055122,-51.173819,NA,15
emergencia,adulto,Hospital Restinga,18,6,2020-04-09,-30.142524,-51.128803,NA,15
emergencia,adulto,Hospital Vila Nova,26,6,2020-04-09,-30.119308,-51.207744,NA,15
emergencia,adulto,PA Bom Jesus,7,11,2020-04-09,-30.043194,-51.153916,NA,15
emergencia,adulto,PA Cruzeiro do Sul,12,8,2020-04-09,-30.069603,-51.216537,NA,15
emergencia,adulto,PA Lomba do Pinheiro,9,0,2020-04-09,-30.110731,-51.110188,NA,15
emergencia,adulto,UPA Zona Norte,17,10,2020-04-09,-30.009546,-51.146056,NA,15
emergencia,pediatrico,HCPA,9,3,2020-04-09,-30.038435,-51.206637,NA,15
emergencia,pediatrico,Hospital Conceição,16,3,2020-04-09,-30.01587,-51.158236,NA,15
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-04-09,-30.030803,-51.221512,NA,15
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-09,-30.055122,-51.173819,NA,15
emergencia,pediatrico,HMIPV,9,1,2020-04-09,-30.029525,-51.214865,NA,15
emergencia,pediatrico,Hospital Restinga,6,0,2020-04-09,-30.142524,-51.128803,NA,15
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-09,-30.043194,-51.153916,NA,15
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-04-09,-30.069603,-51.216537,NA,15
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-09,-30.110731,-51.110188,NA,15
uti,adulto,Hospital Conceição,69,40,2020-04-09,-30.01587,-51.158236,5,15
uti,adulto,HCPA,65,43,2020-04-09,-30.038435,-51.206637,8,15
uti,adulto,Hospital Santa Casa,87,59,2020-04-09,-30.030803,-51.221512,1,15
uti,adulto,Hospital São Lucas,59,43,2020-04-09,-30.055122,-51.173819,1,15
uti,adulto,Hospital Cristo Redentor,29,22,2020-04-09,-30.010102,-51.15926,0,15
uti,adulto,Hospital Moinhos de Vento,56,38,2020-04-09,-30.02552,-51.20842,16,15
uti,adulto,Hospital Ernesto Dornelles,20,10,2020-04-09,-30.047509,-51.212131,4,15
uti,adulto,Hospital Vila Nova,20,17,2020-04-09,-30.119308,-51.207744,0,15
uti,adulto,HPS,20,14,2020-04-09,-30.036874,-51.209282,0,15
uti,adulto,HospitaL Independência,10,8,2020-04-09,-30.061051,-51.149073,0,15
uti,adulto,Hospital Femina,4,2,2020-04-09,-30.029239,-51.206848,0,15
uti,adulto,Hospital Divina Providência,16,11,2020-04-09,-30.084428,-51.18839,2,15
uti,adulto,Hospital Restinga,10,7,2020-04-09,-30.142524,-51.128803,0,15
uti,adulto,Hospital Santa Ana,10,5,2020-04-09,-30.086664,-51.20689,0,15
uti,adulto,Hospital Mãe de Deus,50,35,2020-04-09,-30.058845,-51.228945,5,15
uti,pediatrico,Hospital Santa Casa,37,33,2020-04-09,-30.030803,-51.221512,0,15
uti,pediatrico,Hospital São Lucas,12,4,2020-04-09,-30.055122,-51.173819,0,15
uti,pediatrico,HCPA,13,7,2020-04-09,-30.038435,-51.206637,1,15
uti,pediatrico,HPS,8,3,2020-04-09,-30.036874,-51.209282,0,15
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-04-09,-30.02552,-51.20842,0,15
uti,pediatrico,Hospital Conceição,18,5,2020-04-09,-30.01587,-51.158236,0,15
uti,pediatrico,HMIPV,6,2,2020-04-09,-30.029525,-51.214865,0,15
emergencia,adulto,HCPA,41,23,2020-04-10,-30.038435,-51.206637,NA,15
emergencia,adulto,Hospital Conceição,64,34,2020-04-10,-30.01587,-51.158236,NA,15
emergencia,adulto,Instituto de Cardiologia,21,0,2020-04-10,-30.049092,-51.20903,NA,15
emergencia,adulto,Hospital Santa Casa,24,13,2020-04-10,-30.030803,-51.221512,NA,15
emergencia,adulto,Hospital São Lucas,17,6,2020-04-10,-30.055122,-51.173819,NA,15
emergencia,adulto,Hospital Restinga,18,5,2020-04-10,-30.142524,-51.128803,NA,15
emergencia,adulto,Hospital Vila Nova,26,6,2020-04-10,-30.119308,-51.207744,NA,15
emergencia,adulto,PA Bom Jesus,7,8,2020-04-10,-30.043194,-51.153916,NA,15
emergencia,adulto,PA Cruzeiro do Sul,12,7,2020-04-10,-30.069603,-51.216537,NA,15
emergencia,adulto,PA Lomba do Pinheiro,9,1,2020-04-10,-30.110731,-51.110188,NA,15
emergencia,adulto,UPA Zona Norte,17,11,2020-04-10,-30.009546,-51.146056,NA,15
emergencia,pediatrico,HCPA,9,3,2020-04-10,-30.038435,-51.206637,NA,15
emergencia,pediatrico,Hospital Conceição,16,2,2020-04-10,-30.01587,-51.158236,NA,15
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-04-10,-30.030803,-51.221512,NA,15
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-10,-30.055122,-51.173819,NA,15
emergencia,pediatrico,HMIPV,9,1,2020-04-10,-30.029525,-51.214865,NA,15
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-10,-30.142524,-51.128803,NA,15
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-10,-30.043194,-51.153916,NA,15
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-04-10,-30.069603,-51.216537,NA,15
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-04-10,-30.110731,-51.110188,NA,15
uti,adulto,Hospital Conceição,69,38,2020-04-10,-30.01587,-51.158236,6,15
uti,adulto,HCPA,65,39,2020-04-10,-30.038435,-51.206637,7,15
uti,adulto,Hospital Santa Casa,87,59,2020-04-10,-30.030803,-51.221512,1,15
uti,adulto,Hospital São Lucas,59,42,2020-04-10,-30.055122,-51.173819,1,15
uti,adulto,Hospital Cristo Redentor,29,19,2020-04-10,-30.010102,-51.15926,0,15
uti,adulto,Hospital Moinhos de Vento,56,47,2020-04-10,-30.02552,-51.20842,17,15
uti,adulto,Hospital Ernesto Dornelles,20,11,2020-04-10,-30.047509,-51.212131,4,15
uti,adulto,Hospital Vila Nova,20,19,2020-04-10,-30.119308,-51.207744,0,15
uti,adulto,HPS,20,12,2020-04-10,-30.036874,-51.209282,0,15
uti,adulto,HospitaL Independência,10,7,2020-04-10,-30.061051,-51.149073,0,15
uti,adulto,Hospital Femina,4,2,2020-04-10,-30.029239,-51.206848,0,15
uti,adulto,Hospital Divina Providência,16,12,2020-04-10,-30.084428,-51.18839,2,15
uti,adulto,Hospital Restinga,10,9,2020-04-10,-30.142524,-51.128803,0,15
uti,adulto,Hospital Santa Ana,10,6,2020-04-10,-30.086664,-51.20689,0,15
uti,adulto,Hospital Mãe de Deus,50,39,2020-04-10,-30.058845,-51.228945,5,15
uti,pediatrico,Hospital Santa Casa,37,33,2020-04-10,-30.030803,-51.221512,0,15
uti,pediatrico,Hospital São Lucas,12,4,2020-04-10,-30.055122,-51.173819,0,15
uti,pediatrico,HCPA,13,9,2020-04-10,-30.038435,-51.206637,1,15
uti,pediatrico,HPS,8,3,2020-04-10,-30.036874,-51.209282,0,15
uti,pediatrico,Hospital Moinhos de Vento,11,6,2020-04-10,-30.02552,-51.20842,0,15
uti,pediatrico,Hospital Conceição,18,5,2020-04-10,-30.01587,-51.158236,0,15
uti,pediatrico,HMIPV,6,2,2020-04-10,-30.029525,-51.214865,0,15
emergencia,adulto,HCPA,41,11,2020-04-11,-30.038435,-51.206637,NA,15
emergencia,adulto,Hospital Conceição,64,39,2020-04-11,-30.01587,-51.158236,NA,15
emergencia,adulto,Instituto de Cardiologia,21,27,2020-04-11,-30.049092,-51.20903,NA,15
emergencia,adulto,Hospital Santa Casa,24,0,2020-04-11,-30.030803,-51.221512,NA,15
emergencia,adulto,Hospital São Lucas,17,6,2020-04-11,-30.055122,-51.173819,NA,15
emergencia,adulto,Hospital Restinga,18,7,2020-04-11,-30.142524,-51.128803,NA,15
emergencia,adulto,Hospital Vila Nova,26,13,2020-04-11,-30.119308,-51.207744,NA,15
emergencia,adulto,PA Bom Jesus,7,0,2020-04-11,-30.043194,-51.153916,NA,15
emergencia,adulto,PA Cruzeiro do Sul,12,7,2020-04-11,-30.069603,-51.216537,NA,15
emergencia,adulto,PA Lomba do Pinheiro,9,4,2020-04-11,-30.110731,-51.110188,NA,15
emergencia,adulto,UPA Zona Norte,17,7,2020-04-11,-30.009546,-51.146056,NA,15
emergencia,pediatrico,HCPA,9,3,2020-04-11,-30.038435,-51.206637,NA,15
emergencia,pediatrico,Hospital Conceição,16,2,2020-04-11,-30.01587,-51.158236,NA,15
emergencia,pediatrico,Hospital Santa Casa,11,0,2020-04-11,-30.030803,-51.221512,NA,15
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-11,-30.055122,-51.173819,NA,15
emergencia,pediatrico,HMIPV,9,0,2020-04-11,-30.029525,-51.214865,NA,15
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-11,-30.142524,-51.128803,NA,15
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-11,-30.043194,-51.153916,NA,15
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-04-11,-30.069603,-51.216537,NA,15
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-11,-30.110731,-51.110188,NA,15
uti,adulto,Hospital Conceição,69,56,2020-04-11,-30.01587,-51.158236,6,15
uti,adulto,HCPA,65,44,2020-04-11,-30.038435,-51.206637,7,15
uti,adulto,Hospital Santa Casa,87,61,2020-04-11,-30.030803,-51.221512,0,15
uti,adulto,Hospital São Lucas,59,41,2020-04-11,-30.055122,-51.173819,1,15
uti,adulto,Hospital Cristo Redentor,29,21,2020-04-11,-30.010102,-51.15926,0,15
uti,adulto,Hospital Moinhos de Vento,56,44,2020-04-11,-30.02552,-51.20842,15,15
uti,adulto,Hospital Ernesto Dornelles,20,14,2020-04-11,-30.047509,-51.212131,4,15
uti,adulto,Hospital Vila Nova,20,17,2020-04-11,-30.119308,-51.207744,0,15
uti,adulto,HPS,20,10,2020-04-11,-30.036874,-51.209282,0,15
uti,adulto,HospitaL Independência,10,6,2020-04-11,-30.061051,-51.149073,0,15
uti,adulto,Hospital Femina,4,2,2020-04-11,-30.029239,-51.206848,0,15
uti,adulto,Hospital Divina Providência,16,12,2020-04-11,-30.084428,-51.18839,2,15
uti,adulto,Hospital Restinga,10,10,2020-04-11,-30.142524,-51.128803,0,15
uti,adulto,Hospital Santa Ana,10,5,2020-04-11,-30.086664,-51.20689,0,15
uti,adulto,Hospital Mãe de Deus,50,39,2020-04-11,-30.058845,-51.228945,5,15
uti,pediatrico,Hospital Santa Casa,37,30,2020-04-11,-30.030803,-51.221512,0,15
uti,pediatrico,Hospital São Lucas,12,4,2020-04-11,-30.055122,-51.173819,0,15
uti,pediatrico,HCPA,13,9,2020-04-11,-30.038435,-51.206637,1,15
uti,pediatrico,HPS,8,3,2020-04-11,-30.036874,-51.209282,0,15
uti,pediatrico,Hospital Moinhos de Vento,11,5,2020-04-11,-30.02552,-51.20842,0,15
uti,pediatrico,Hospital Conceição,18,5,2020-04-11,-30.01587,-51.158236,0,15
uti,pediatrico,HMIPV,6,3,2020-04-11,-30.029525,-51.214865,0,15
emergencia,adulto,HCPA,41,17,2020-04-12,-30.038435,-51.206637,NA,16
emergencia,adulto,Hospital Conceição,64,37,2020-04-12,-30.01587,-51.158236,NA,16
emergencia,adulto,Instituto de Cardiologia,21,13,2020-04-12,-30.049092,-51.20903,NA,16
emergencia,adulto,Hospital Santa Casa,24,9,2020-04-12,-30.030803,-51.221512,NA,16
emergencia,adulto,Hospital São Lucas,17,7,2020-04-12,-30.055122,-51.173819,NA,16
emergencia,adulto,Hospital Restinga,18,4,2020-04-12,-30.142524,-51.128803,NA,16
emergencia,adulto,Hospital Vila Nova,26,13,2020-04-12,-30.119308,-51.207744,NA,16
emergencia,adulto,PA Bom Jesus,7,8,2020-04-12,-30.043194,-51.153916,NA,16
emergencia,adulto,PA Cruzeiro do Sul,12,0,2020-04-12,-30.069603,-51.216537,NA,16
emergencia,adulto,PA Lomba do Pinheiro,9,5,2020-04-12,-30.110731,-51.110188,NA,16
emergencia,adulto,UPA Zona Norte,17,5,2020-04-12,-30.009546,-51.146056,NA,16
emergencia,pediatrico,HCPA,9,3,2020-04-12,-30.038435,-51.206637,NA,16
emergencia,pediatrico,Hospital Conceição,16,1,2020-04-12,-30.01587,-51.158236,NA,16
emergencia,pediatrico,Hospital Santa Casa,11,0,2020-04-12,-30.030803,-51.221512,NA,16
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-12,-30.055122,-51.173819,NA,16
emergencia,pediatrico,HMIPV,9,0,2020-04-12,-30.029525,-51.214865,NA,16
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-12,-30.142524,-51.128803,NA,16
emergencia,pediatrico,PA Bom Jesus,5,2,2020-04-12,-30.043194,-51.153916,NA,16
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-12,-30.069603,-51.216537,NA,16
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-12,-30.110731,-51.110188,NA,16
uti,adulto,Hospital Conceição,69,44,2020-04-12,-30.01587,-51.158236,5,16
uti,adulto,HCPA,65,39,2020-04-12,-30.038435,-51.206637,7,16
uti,adulto,Hospital Santa Casa,87,61,2020-04-12,-30.030803,-51.221512,0,16
uti,adulto,Hospital São Lucas,59,40,2020-04-12,-30.055122,-51.173819,1,16
uti,adulto,Hospital Cristo Redentor,29,18,2020-04-12,-30.010102,-51.15926,0,16
uti,adulto,Hospital Moinhos de Vento,56,48,2020-04-12,-30.02552,-51.20842,15,16
uti,adulto,Hospital Ernesto Dornelles,20,14,2020-04-12,-30.047509,-51.212131,3,16
uti,adulto,Hospital Vila Nova,20,18,2020-04-12,-30.119308,-51.207744,0,16
uti,adulto,HPS,20,10,2020-04-12,-30.036874,-51.209282,0,16
uti,adulto,HospitaL Independência,10,7,2020-04-12,-30.061051,-51.149073,0,16
uti,adulto,Hospital Femina,4,2,2020-04-12,-30.029239,-51.206848,0,16
uti,adulto,Hospital Divina Providência,16,10,2020-04-12,-30.084428,-51.18839,2,16
uti,adulto,Hospital Restinga,10,10,2020-04-12,-30.142524,-51.128803,0,16
uti,adulto,Hospital Santa Ana,10,3,2020-04-12,-30.086664,-51.20689,0,16
uti,adulto,Hospital Mãe de Deus,50,27,2020-04-12,-30.058845,-51.228945,5,16
uti,pediatrico,Hospital Santa Casa,37,30,2020-04-12,-30.030803,-51.221512,0,16
uti,pediatrico,Hospital São Lucas,12,4,2020-04-12,-30.055122,-51.173819,0,16
uti,pediatrico,HCPA,13,9,2020-04-12,-30.038435,-51.206637,1,16
uti,pediatrico,HPS,8,3,2020-04-12,-30.036874,-51.209282,0,16
uti,pediatrico,Hospital Moinhos de Vento,11,5,2020-04-12,-30.02552,-51.20842,0,16
uti,pediatrico,Hospital Conceição,18,5,2020-04-12,-30.01587,-51.158236,0,16
uti,pediatrico,HMIPV,6,3,2020-04-12,-30.029525,-51.214865,0,16
emergencia,adulto,HCPA,41,17,2020-04-13,-30.038435,-51.206637,NA,16
emergencia,adulto,Hospital Conceição,64,32,2020-04-13,-30.01587,-51.158236,NA,16
emergencia,adulto,Instituto de Cardiologia,21,19,2020-04-13,-30.049092,-51.20903,NA,16
emergencia,adulto,Hospital Santa Casa,24,10,2020-04-13,-30.030803,-51.221512,NA,16
emergencia,adulto,Hospital São Lucas,17,7,2020-04-13,-30.055122,-51.173819,NA,16
emergencia,adulto,Hospital Restinga,18,4,2020-04-13,-30.142524,-51.128803,NA,16
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-13,-30.119308,-51.207744,NA,16
emergencia,adulto,PA Bom Jesus,7,0,2020-04-13,-30.043194,-51.153916,NA,16
emergencia,adulto,PA Cruzeiro do Sul,12,7,2020-04-13,-30.069603,-51.216537,NA,16
emergencia,adulto,PA Lomba do Pinheiro,9,1,2020-04-13,-30.110731,-51.110188,NA,16
emergencia,adulto,UPA Zona Norte,17,11,2020-04-13,-30.009546,-51.146056,NA,16
emergencia,pediatrico,HCPA,9,3,2020-04-13,-30.038435,-51.206637,NA,16
emergencia,pediatrico,Hospital Conceição,16,2,2020-04-13,-30.01587,-51.158236,NA,16
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-04-13,-30.030803,-51.221512,NA,16
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-13,-30.055122,-51.173819,NA,16
emergencia,pediatrico,HMIPV,9,1,2020-04-13,-30.029525,-51.214865,NA,16
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-13,-30.142524,-51.128803,NA,16
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-13,-30.043194,-51.153916,NA,16
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-13,-30.069603,-51.216537,NA,16
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-13,-30.110731,-51.110188,NA,16
uti,adulto,Hospital Conceição,69,49,2020-04-13,-30.01587,-51.158236,6,16
uti,adulto,HCPA,65,38,2020-04-13,-30.038435,-51.206637,7,16
uti,adulto,Hospital Santa Casa,87,63,2020-04-13,-30.030803,-51.221512,0,16
uti,adulto,Hospital São Lucas,59,41,2020-04-13,-30.055122,-51.173819,1,16
uti,adulto,Hospital Cristo Redentor,29,20,2020-04-13,-30.010102,-51.15926,0,16
uti,adulto,Hospital Moinhos de Vento,56,43,2020-04-13,-30.02552,-51.20842,14,16
uti,adulto,Hospital Ernesto Dornelles,20,17,2020-04-13,-30.047509,-51.212131,4,16
uti,adulto,Hospital Vila Nova,20,15,2020-04-13,-30.119308,-51.207744,0,16
uti,adulto,HPS,20,10,2020-04-13,-30.036874,-51.209282,0,16
uti,adulto,HospitaL Independência,10,7,2020-04-13,-30.061051,-51.149073,0,16
uti,adulto,Hospital Femina,4,1,2020-04-13,-30.029239,-51.206848,0,16
uti,adulto,Hospital Divina Providência,16,9,2020-04-13,-30.084428,-51.18839,2,16
uti,adulto,Hospital Restinga,10,10,2020-04-13,-30.142524,-51.128803,0,16
uti,adulto,Hospital Santa Ana,10,5,2020-04-13,-30.086664,-51.20689,0,16
uti,adulto,Hospital Mãe de Deus,50,25,2020-04-13,-30.058845,-51.228945,5,16
uti,pediatrico,Hospital Santa Casa,37,30,2020-04-13,-30.030803,-51.221512,0,16
uti,pediatrico,Hospital São Lucas,12,7,2020-04-13,-30.055122,-51.173819,0,16
uti,pediatrico,HCPA,13,10,2020-04-13,-30.038435,-51.206637,1,16
uti,pediatrico,HPS,8,4,2020-04-13,-30.036874,-51.209282,0,16
uti,pediatrico,Hospital Moinhos de Vento,11,6,2020-04-13,-30.02552,-51.20842,0,16
